Column1,Column2,Column3,Column4,Column5
 test_linprog.py,1/26/2022 1:14,MODIFY,1/26/2022 1:14,Matt Haberland
 test_linprog.py,1/26/2022 4:14,MODIFY,1/26/2022 4:14,Matt Haberland
 test_milp.py,1/26/2022 4:55,MODIFY,1/26/2022 4:55,Matt Haberland
 test_milp.py,1/26/2022 4:58,MODIFY,1/26/2022 4:58,Matt Haberland
 test_linprog.py,1/26/2022 5:10,MODIFY,1/26/2022 5:10,Matt Haberland
 test_milp.py,1/26/2022 17:24,MODIFY,1/26/2022 17:24,Matt Haberland
 test_fit.py,1/26/2022 18:23,MODIFY,1/26/2022 18:23,Matt Haberland
 test_fit.py,1/26/2022 18:43,MODIFY,1/26/2022 18:43,Matt Haberland
 test_axis_nan_policy.py,1/27/2022 8:22,MODIFY,1/26/2022 19:04,Tirth Patel
 test_mstats_basic.py,1/27/2022 8:22,MODIFY,1/26/2022 19:04,Tirth Patel
 test_milp.py,1/27/2022 9:54,MODIFY,1/27/2022 9:54,Matt Haberland
 test_milp.py,1/29/2022 18:38,MODIFY,1/29/2022 18:38,Matt Haberland
 test__shgo.py,1/31/2022 16:39,MODIFY,1/31/2022 7:39,Daniel Schmitz
 test__differential_evolution.py,2/1/2022 9:25,MODIFY,2/1/2022 9:25,Andrew Nelson
 test__differential_evolution.py,2/1/2022 9:28,MODIFY,2/1/2022 9:28,Andrew Nelson
 test_linprog.py,2/2/2022 10:42,MODIFY,2/2/2022 10:42,Matt Haberland
 test_stats.py,2/3/2022 1:28,MODIFY,2/3/2022 14:46,Matt Haberland
 test_stats.py,2/3/2022 7:23,MODIFY,2/3/2022 7:23,Matt Haberland
 test_optimize.py,2/4/2022 10:12,MODIFY,2/3/2022 15:12,Andrew Nelson
 test_optimize.py,2/3/2022 15:53,MODIFY,2/3/2022 15:53,Matt Haberland
 test_fit.py,2/3/2022 16:21,MODIFY,2/3/2022 16:21,Matt Haberland
 test_fit.py,2/4/2022 13:13,MODIFY,2/4/2022 13:13,Matt Haberland
 test_fit.py,2/4/2022 13:19,MODIFY,2/4/2022 13:19,Matt Haberland
 test_fit.py,2/4/2022 17:58,MODIFY,2/4/2022 17:58,Matt Haberland
 test_stats.py,2/6/2022 0:25,MODIFY,2/6/2022 0:25,Matt Haberland
 test_decomp_ldl.py,2/7/2022 15:06,MODIFY,2/7/2022 15:06,h-vetinari
 test_milp.py,2/8/2022 15:30,MODIFY,2/8/2022 15:30,Matt Haberland
 test_linprog.py,2/10/2022 19:27,MODIFY,2/10/2022 8:27,Evgeni Burovski
 test_bootstrap.py,2/12/2022 10:59,MODIFY,2/12/2022 10:59,Matt Haberland
 test_fit.py,2/12/2022 12:21,MODIFY,2/12/2022 12:21,Matt Haberland
 test_fit.py,2/12/2022 12:38,MODIFY,2/12/2022 12:38,Matt Haberland
 test_stats.py,2/15/2022 16:52,MODIFY,2/15/2022 16:52,Gerrit Ansmann
 test__differential_evolution.py,2/17/2022 11:46,MODIFY,2/16/2022 16:46,Andrew Nelson
 test_spectral.py,2/17/2022 17:52,MODIFY,2/17/2022 18:13,Yotaro Kubo
 test_fit.py,2/17/2022 10:35,MODIFY,2/17/2022 10:35,Matt Haberland
 test_fit.py,2/17/2022 11:16,MODIFY,2/17/2022 11:16,Matt Haberland
 test_stats.py,2/20/2022 9:11,MODIFY,2/20/2022 9:11,Matt Haberland
 test_stats.py,2/21/2022 13:43,MODIFY,2/21/2022 0:25,Tirth Patel
 test_continuous_basic.py,2/21/2022 10:04,MODIFY,2/21/2022 1:04,Ali Cetin
 test_distributions.py,2/21/2022 10:04,MODIFY,2/21/2022 1:04,Ali Cetin
 test_fit.py,2/21/2022 10:04,MODIFY,2/21/2022 1:04,Ali Cetin
 test_distributions.py,2/22/2022 13:42,MODIFY,2/22/2022 8:42,lutefiskhotdish
 test_axis_nan_policy.py,2/26/2022 2:03,MODIFY,2/25/2022 12:45,Tirth Patel
 test_multivariate.py,2/26/2022 20:29,MODIFY,2/26/2022 7:11,Namami Shanker
 test_axis_nan_policy.py,2/26/2022 20:34,MODIFY,2/26/2022 7:16,srinivasan
 test_morestats.py,2/27/2022 2:38,MODIFY,2/26/2022 17:38,boussoffara
 test_morestats.py,2/27/2022 18:10,MODIFY,2/27/2022 10:10,Laurynas
 test_multivariate.py,2/28/2022 23:58,MODIFY,2/28/2022 10:40,Namami Shanker
 test_multivariate.py,3/2/2022 7:12,MODIFY,3/1/2022 17:54,Namami Shanker
 test_bunch.py,3/2/2022 2:22,MODIFY,3/2/2022 15:40,Matt Haberland
 test_stats.py,3/2/2022 2:22,MODIFY,3/2/2022 15:40,Matt Haberland
 test_bootstrap.py,3/3/2022 22:23,MODIFY,3/4/2022 11:41,Matt Haberland
 test_propack.py,3/6/2022 23:41,MODIFY,3/6/2022 19:23,Bharath
 test_axis_nan_policy.py,3/6/2022 12:11,MODIFY,3/6/2022 12:11,Matt Haberland
 test_axis_nan_policy.py,3/6/2022 12:35,MODIFY,3/6/2022 12:35,Matt Haberland
 test__dual_annealing.py,3/7/2022 5:07,MODIFY,3/6/2022 20:07,Daniel Schmitz
 test_qmc.py,3/8/2022 5:34,MODIFY,3/7/2022 20:34,Pamphile Roy
 test_sampling.py,3/8/2022 5:55,MODIFY,3/8/2022 10:13,Christoph Baumgarten
 test_bootstrap.py,3/7/2022 21:01,MODIFY,3/8/2022 10:19,Matt Haberland
 test_hypotests.py,3/7/2022 21:01,MODIFY,3/8/2022 10:19,Matt Haberland
 test_hierarchy.py,3/8/2022 16:21,MODIFY,3/8/2022 16:21,Bas van Beek
 test_kdtree.py,3/8/2022 16:21,MODIFY,3/8/2022 16:21,Bas van Beek
 test_precompute_expn_asy.py,3/8/2022 16:21,MODIFY,3/8/2022 16:21,Bas van Beek
 test_precompute_gammainc.py,3/8/2022 16:21,MODIFY,3/8/2022 16:21,Bas van Beek
 test_precompute_utils.py,3/8/2022 16:21,MODIFY,3/8/2022 16:21,Bas van Beek
 test_morestats.py,3/8/2022 16:21,MODIFY,3/8/2022 16:21,Bas van Beek
 test_basic.py,3/9/2022 15:29,MODIFY,3/9/2022 10:29,Jake Bowhay
 test_distributions.py,3/10/2022 22:46,MODIFY,3/10/2022 21:46,Nicholas McKibben
 test_distributions.py,3/11/2022 22:43,MODIFY,3/12/2022 12:01,Matt Haberland
 test_stats.py,3/13/2022 3:06,MODIFY,3/13/2022 11:06,Matt Haberland
 test_morestats.py,3/14/2022 1:21,MODIFY,3/14/2022 9:21,Matt Haberland
 test_distributions.py,3/14/2022 13:21,MODIFY,3/14/2022 21:21,Samuel Wallan
 test_matfuncs.py,11/21/2021 23:56,MODIFY,3/15/2022 15:16,Ilhan Polat
 test_expm_multiply.py,11/22/2021 12:07,MODIFY,3/15/2022 15:16,Ilhan Polat
 test_matfuncs.py,11/23/2021 3:27,MODIFY,3/15/2022 15:16,Ilhan Polat
 test_stats.py,3/15/2022 9:34,MODIFY,3/15/2022 17:34,Matt Haberland
 test__util.py,3/15/2022 20:32,MODIFY,3/16/2022 8:50,Matt Haberland
 test_mstats_basic.py,3/15/2022 20:32,MODIFY,3/16/2022 8:50,Matt Haberland
 test_stats.py,3/15/2022 20:32,MODIFY,3/16/2022 8:50,Matt Haberland
 test_continuous_basic.py,3/16/2022 21:44,MODIFY,3/17/2022 10:02,Matt Haberland
 test_discrete_basic.py,3/16/2022 21:44,MODIFY,3/17/2022 10:02,Matt Haberland
 test_kdtree.py,3/17/2022 9:11,MODIFY,3/17/2022 10:11,Jake Bowhay
 test_spectral.py,3/17/2022 13:45,MODIFY,3/17/2022 8:45,Dietrich Brunn
 test_stats.py,3/18/2022 9:58,MODIFY,3/18/2022 9:58,Matt Haberland
 test_stats.py,3/18/2022 10:32,MODIFY,3/18/2022 10:32,Matt Haberland
 test_spectral.py,3/18/2022 21:24,MODIFY,3/18/2022 16:24,Dietrich Brunn
 test_kdtree.py,3/19/2022 2:33,MODIFY,3/19/2022 1:33,ML-Nielsen
 test_basic.py,3/19/2022 20:38,MODIFY,3/19/2022 20:38,Jake Bowhay
 test_stats.py,3/19/2022 23:48,MODIFY,3/19/2022 23:48,Matt Haberland
 test_stats.py,3/20/2022 0:21,MODIFY,3/20/2022 0:21,Matt Haberland
 test_stats.py,3/20/2022 0:25,MODIFY,3/20/2022 0:25,Matt Haberland
 test_basic.py,3/20/2022 7:42,MODIFY,3/20/2022 7:42,Jake Bowhay
 test_basic.py,3/20/2022 8:08,MODIFY,3/20/2022 8:08,Jake Bowhay
 test_basic.py,3/20/2022 8:19,MODIFY,3/20/2022 8:19,Jake Bowhay
 test_basic.py,3/20/2022 16:49,MODIFY,3/20/2022 16:49,Jake Bowhay
 test_distributions.py,3/20/2022 14:39,MODIFY,3/20/2022 22:39,Matt Haberland
 test_hypotests.py,3/20/2022 15:11,MODIFY,3/20/2022 15:11,Matt Haberland
 test_resampling.py,3/20/2022 15:11,RENAME,3/20/2022 15:11,Matt Haberland
 test_hypotests.py,3/20/2022 15:36,MODIFY,3/20/2022 15:36,Matt Haberland
 test_resampling.py,3/20/2022 15:36,MODIFY,3/20/2022 15:36,Matt Haberland
 test_stats.py,3/20/2022 15:36,MODIFY,3/20/2022 15:36,Matt Haberland
 test_resampling.py,3/21/2022 10:27,MODIFY,3/21/2022 10:27,Pamphile Roy
 test_distributions.py,3/21/2022 2:41,MODIFY,3/21/2022 10:41,Matt Haberland
 test_sputils.py,3/21/2022 10:24,MODIFY,3/21/2022 11:24,Jake Bowhay
 test_continuous_basic.py,3/21/2022 12:41,MODIFY,3/21/2022 20:41,Matt Haberland
 test_morestats.py,3/21/2022 20:03,MODIFY,3/22/2022 8:21,Matt Haberland
 test_stats.py,3/22/2022 18:56,MODIFY,3/22/2022 15:56,Srinivas Gorur-Shandilya
 test_iterative.py,3/23/2022 16:59,MODIFY,3/23/2022 9:59,Gang Zhao
 test_continuous_basic.py,3/23/2022 13:54,MODIFY,3/23/2022 13:54,Matt Haberland
 test_distributions.py,3/23/2022 13:54,MODIFY,3/23/2022 13:54,Matt Haberland
 test_distributions.py,3/23/2022 17:45,MODIFY,3/23/2022 17:45,Matt Haberland
 test_fit.py,3/24/2022 8:24,MODIFY,3/24/2022 0:24,Christoph Baumgarten
 test_graph_laplacian.py,3/25/2022 8:21,MODIFY,3/25/2022 13:21,Andrew Knyazev
 test_mpmath.py,3/25/2022 11:57,MODIFY,3/25/2022 8:57,Warren Weckesser
 test_ndtr.py,3/25/2022 11:57,MODIFY,3/25/2022 8:57,Warren Weckesser
 test_ndtri_exp.py,3/25/2022 11:57,MODIFY,3/25/2022 8:57,Warren Weckesser
 test_distributions.py,3/25/2022 11:57,MODIFY,3/25/2022 8:57,Warren Weckesser
 test_windows.py,3/25/2022 22:02,MODIFY,3/25/2022 22:02,jyuv
 test_filter_design.py,3/26/2022 3:37,MODIFY,3/26/2022 8:01,warren
 test_backend.py,3/27/2022 9:45,MODIFY,3/27/2022 14:45,Gregory Lee
 test_discrete_basic.py,3/27/2022 8:55,MODIFY,3/27/2022 11:55,Matt Haberland
 test_optimize.py,3/27/2022 18:46,MODIFY,3/27/2022 18:46,Jake Bowhay
 test_distributions.py,3/27/2022 21:23,MODIFY,3/27/2022 21:23,Samuel Wallan
 test_hypotests.py,3/28/2022 15:53,MODIFY,3/28/2022 6:53,Arthur
 test_distributions.py,3/29/2022 13:59,MODIFY,3/29/2022 19:59,Warren Weckesser
 test_spherical_voronoi.py,3/30/2022 4:19,MODIFY,3/29/2022 20:19,ML-Nielsen
 test_stats.py,3/29/2022 23:26,MODIFY,3/29/2022 20:26,Sambit Panda
 test_distributions.py,3/30/2022 13:04,MODIFY,3/30/2022 22:04,Matt Haberland
 test_fit.py,3/30/2022 13:04,MODIFY,3/30/2022 22:04,Matt Haberland
 test_bsplines.py,3/31/2022 22:00,MODIFY,3/31/2022 22:00,Jake Bowhay
 test_morestats.py,4/1/2022 1:00,MODIFY,3/31/2022 16:00,kleskjr
 test_distributions.py,3/31/2022 18:04,MODIFY,3/31/2022 18:04,Matt Haberland
 test_sampling.py,3/31/2022 18:04,MODIFY,3/31/2022 18:04,Matt Haberland
 test_distributions.py,4/1/2022 14:13,MODIFY,4/1/2022 14:13,Matt Haberland
 test_distributions.py,4/1/2022 14:26,MODIFY,4/1/2022 14:26,Matt Haberland
 test_quadrature.py,4/2/2022 14:57,MODIFY,4/2/2022 11:39,Kartik Anand
 test_distributions.py,4/2/2022 10:36,MODIFY,4/2/2022 19:36,Matt Haberland
 test_discrete_basic.py,4/3/2022 11:00,MODIFY,4/3/2022 11:00,Matt Haberland
 test_discrete_basic.py,4/3/2022 13:16,MODIFY,4/3/2022 13:16,Matt Haberland
 test_discrete_basic.py,4/3/2022 13:51,MODIFY,4/3/2022 13:51,Matt Haberland
 test_distributions.py,4/4/2022 8:58,MODIFY,4/4/2022 8:58,Matt Haberland
 test_continuous_basic.py,4/4/2022 14:02,MODIFY,4/4/2022 17:02,Matt Haberland
 test_hypotests.py,4/5/2022 21:12,MODIFY,4/6/2022 9:30,Matt Haberland
 test_qmc.py,4/6/2022 7:37,MODIFY,4/5/2022 22:37,Pamphile Roy
 test_resampling.py,4/9/2022 3:25,MODIFY,4/9/2022 12:25,Matt Haberland
 test_iterative.py,4/13/2022 15:16,MODIFY,4/13/2022 15:28,Gang Zhao
 test_construct.py,3/29/2022 9:41,MODIFY,4/13/2022 19:18,Gang Zhao
 test_continuous_basic.py,4/14/2022 15:41,MODIFY,4/13/2022 21:41,h-vetinari
 test_distributions.py,4/14/2022 15:41,MODIFY,4/13/2022 21:41,h-vetinari
 test_spfuncs.py,4/14/2022 14:01,MODIFY,4/14/2022 23:01,Ross Barnowski
 test_morestats.py,4/17/2022 19:48,MODIFY,4/17/2022 16:48,Thomas J. Fan
 test_ivp.py,4/18/2022 11:40,MODIFY,4/18/2022 11:40,Volodymyr Kozachynskyi
 test_flow.py,4/18/2022 19:37,MODIFY,4/18/2022 19:37,Søren Fuglede Jørgensen
 test_qmc.py,4/19/2022 18:10,MODIFY,4/19/2022 9:10,Pamphile Roy
 test_peak_finding.py,4/20/2022 3:25,MODIFY,4/19/2022 14:25,Sameer Deshmukh
 test_qmc.py,4/22/2022 18:46,MODIFY,4/22/2022 9:46,Pamphile Roy
 test_multivariate.py,4/22/2022 9:56,MODIFY,4/22/2022 22:14,Matt Haberland
 test_signaltools.py,4/22/2022 14:23,MODIFY,4/22/2022 17:57,Sameer Deshmukh
 test_base.py,4/23/2022 10:29,MODIFY,4/23/2022 15:57,Sameer Deshmukh
 test_ivp.py,4/26/2022 1:52,MODIFY,4/26/2022 14:10,Matt Haberland
 test_fit.py,4/26/2022 3:37,MODIFY,4/26/2022 15:55,Matt Haberland
 test_iterative.py,4/26/2022 15:59,MODIFY,4/26/2022 21:59,Sameer Deshmukh
 test_expm_multiply.py,4/26/2022 15:59,MODIFY,4/26/2022 21:59,Sameer Deshmukh
 test_base.py,4/26/2022 15:59,MODIFY,4/26/2022 21:59,Sameer Deshmukh
 test_arffread.py,4/26/2022 14:53,MODIFY,4/26/2022 22:53,Tyler Reddy
 test_linsolve.py,4/26/2022 17:43,MODIFY,4/26/2022 23:43,Sameer Deshmukh
 test_axis_nan_policy.py,4/27/2022 10:52,MODIFY,4/27/2022 23:10,Matt Haberland
 test_stats.py,4/27/2022 10:52,MODIFY,4/27/2022 23:10,Matt Haberland
 test_qmc.py,4/27/2022 23:10,MODIFY,4/27/2022 14:10,Pamphile Roy
 test_nonlin.py,4/28/2022 6:07,MODIFY,4/28/2022 0:07,Gang Zhao
 test_stats.py,4/28/2022 20:51,MODIFY,4/28/2022 8:33,Tirth Patel
 test_distance.py,4/29/2022 0:29,MODIFY,4/29/2022 1:29,Jake Bowhay
 test_sampling.py,4/29/2022 22:16,MODIFY,4/29/2022 18:58,Tirth Patel
 test_stats.py,4/29/2022 22:36,MODIFY,4/30/2022 10:54,Matt Haberland
 test_rbfinterp.py,4/30/2022 9:25,MODIFY,4/30/2022 11:25,Sergey Koposov
